frequency,ecsFile,variable,value
142000,6dB_maxComp,minorAxisAngleOffset,-0.118
143000,6dB_maxComp,minorAxisAngleOffset,-0.115
144000,6dB_maxComp,minorAxisAngleOffset,-0.109
145000,6dB_maxComp,minorAxisAngleOffset,-0.106
146000,6dB_maxComp,minorAxisAngleOffset,-0.106
147000,6dB_maxComp,minorAxisAngleOffset,-0.1
148000,6dB_maxComp,minorAxisAngleOffset,-0.095
149000,6dB_maxComp,minorAxisAngleOffset,-0.096
150000,6dB_maxComp,minorAxisAngleOffset,-0.097
151000,6dB_maxComp,minorAxisAngleOffset,-0.093
152000,6dB_maxComp,minorAxisAngleOffset,-0.092
153000,6dB_maxComp,minorAxisAngleOffset,-0.097
154000,6dB_maxComp,minorAxisAngleOffset,-0.1
155000,6dB_maxComp,minorAxisAngleOffset,-0.094
156000,6dB_maxComp,minorAxisAngleOffset,-0.087
157000,6dB_maxComp,minorAxisAngleOffset,-0.085
158000,6dB_maxComp,minorAxisAngleOffset,-0.082
159000,6dB_maxComp,minorAxisAngleOffset,-0.077
160000,6dB_maxComp,minorAxisAngleOffset,-0.073
161000,6dB_maxComp,minorAxisAngleOffset,-0.07
162000,6dB_maxComp,minorAxisAngleOffset,-0.066
163000,6dB_maxComp,minorAxisAngleOffset,-0.064
167000,6dB_maxComp,minorAxisAngleOffset,-0.073
168000,6dB_maxComp,minorAxisAngleOffset,-0.081
169000,6dB_maxComp,minorAxisAngleOffset,-0.082
170000,6dB_maxComp,minorAxisAngleOffset,-0.082
176000,6dB_maxComp,minorAxisAngleOffset,-0.262
177000,6dB_maxComp,minorAxisAngleOffset,-0.272
178000,6dB_maxComp,minorAxisAngleOffset,-0.299
179000,6dB_maxComp,minorAxisAngleOffset,-0.367
180000,6dB_maxComp,minorAxisAngleOffset,-0.362
181000,6dB_maxComp,minorAxisAngleOffset,-0.273
182000,6dB_maxComp,minorAxisAngleOffset,-0.269
183000,6dB_maxComp,minorAxisAngleOffset,-0.304
184000,6dB_maxComp,minorAxisAngleOffset,-0.312
185000,6dB_maxComp,minorAxisAngleOffset,-0.312
186000,6dB_maxComp,minorAxisAngleOffset,-0.397
187000,6dB_maxComp,minorAxisAngleOffset,-0.563
188000,6dB_maxComp,minorAxisAngleOffset,-0.658
189000,6dB_maxComp,minorAxisAngleOffset,-0.577
190000,6dB_maxComp,minorAxisAngleOffset,-0.517
191000,6dB_maxComp,minorAxisAngleOffset,-0.538
192000,6dB_maxComp,minorAxisAngleOffset,-0.544
193000,6dB_maxComp,minorAxisAngleOffset,-0.479
194000,6dB_maxComp,minorAxisAngleOffset,-0.4
195000,6dB_maxComp,minorAxisAngleOffset,-0.348
196000,6dB_maxComp,minorAxisAngleOffset,-0.296
197000,6dB_maxComp,minorAxisAngleOffset,-0.235
198000,6dB_maxComp,minorAxisAngleOffset,-0.198
199000,6dB_maxComp,minorAxisAngleOffset,-0.208
200000,6dB_maxComp,minorAxisAngleOffset,-0.231
201000,6dB_maxComp,minorAxisAngleOffset,-0.232
202000,6dB_maxComp,minorAxisAngleOffset,-0.216
203000,6dB_maxComp,minorAxisAngleOffset,-0.203
204000,6dB_maxComp,minorAxisAngleOffset,-0.192
205000,6dB_maxComp,minorAxisAngleOffset,-0.181
206000,6dB_maxComp,minorAxisAngleOffset,-0.175
212000,6dB_maxComp,minorAxisAngleOffset,-0.187
213000,6dB_maxComp,minorAxisAngleOffset,-0.188
214000,6dB_maxComp,minorAxisAngleOffset,-0.193
215000,6dB_maxComp,minorAxisAngleOffset,-0.198
216000,6dB_maxComp,minorAxisAngleOffset,-0.2
217000,6dB_maxComp,minorAxisAngleOffset,-0.202
218000,6dB_maxComp,minorAxisAngleOffset,-0.205
219000,6dB_maxComp,minorAxisAngleOffset,-0.202
220000,6dB_maxComp,minorAxisAngleOffset,-0.195
221000,6dB_maxComp,minorAxisAngleOffset,-0.192
222000,6dB_maxComp,minorAxisAngleOffset,-0.195
223000,6dB_maxComp,minorAxisAngleOffset,-0.202
224000,6dB_maxComp,minorAxisAngleOffset,-0.215
225000,6dB_maxComp,minorAxisAngleOffset,-0.224
226000,6dB_maxComp,minorAxisAngleOffset,-0.223
227000,6dB_maxComp,minorAxisAngleOffset,-0.222
228000,6dB_maxComp,minorAxisAngleOffset,-0.226
229000,6dB_maxComp,minorAxisAngleOffset,-0.232
230000,6dB_maxComp,minorAxisAngleOffset,-0.23
231000,6dB_maxComp,minorAxisAngleOffset,-0.225
232000,6dB_maxComp,minorAxisAngleOffset,-0.218
233000,6dB_maxComp,minorAxisAngleOffset,-0.21
234000,6dB_maxComp,minorAxisAngleOffset,-0.205
235000,6dB_maxComp,minorAxisAngleOffset,-0.206
236000,6dB_maxComp,minorAxisAngleOffset,-0.207
237000,6dB_maxComp,minorAxisAngleOffset,-0.203
238000,6dB_maxComp,minorAxisAngleOffset,-0.197
239000,6dB_maxComp,minorAxisAngleOffset,-0.19
240000,6dB_maxComp,minorAxisAngleOffset,-0.178
241000,6dB_maxComp,minorAxisAngleOffset,-0.159
247000,6dB_maxComp,minorAxisAngleOffset,-0.117
248000,6dB_maxComp,minorAxisAngleOffset,-0.11
249000,6dB_maxComp,minorAxisAngleOffset,-0.107
250000,6dB_maxComp,minorAxisAngleOffset,-0.103
251000,6dB_maxComp,minorAxisAngleOffset,-0.101
252000,6dB_maxComp,minorAxisAngleOffset,-0.105
253000,6dB_maxComp,minorAxisAngleOffset,-0.104
254000,6dB_maxComp,minorAxisAngleOffset,-0.1
255000,6dB_maxComp,minorAxisAngleOffset,-0.099
256000,6dB_maxComp,minorAxisAngleOffset,-0.101
257000,6dB_maxComp,minorAxisAngleOffset,-0.1
258000,6dB_maxComp,minorAxisAngleOffset,-0.101
259000,6dB_maxComp,minorAxisAngleOffset,-0.112
260000,6dB_maxComp,minorAxisAngleOffset,-0.113
45000,6dB_maxComp,majorAxisAngleOffset,0.067
46000,6dB_maxComp,majorAxisAngleOffset,0.013
47000,6dB_maxComp,majorAxisAngleOffset,-0.028
48000,6dB_maxComp,majorAxisAngleOffset,-0.045
49000,6dB_maxComp,majorAxisAngleOffset,-0.037
50000,6dB_maxComp,majorAxisAngleOffset,-0.027
51000,6dB_maxComp,majorAxisAngleOffset,-0.024
52000,6dB_maxComp,majorAxisAngleOffset,-0.024
53000,6dB_maxComp,majorAxisAngleOffset,-0.02
54000,6dB_maxComp,majorAxisAngleOffset,-0.008
55000,6dB_maxComp,majorAxisAngleOffset,0.01
56000,6dB_maxComp,majorAxisAngleOffset,0.026
57000,6dB_maxComp,majorAxisAngleOffset,0.033
58000,6dB_maxComp,majorAxisAngleOffset,0.026
59000,6dB_maxComp,majorAxisAngleOffset,0.012
60000,6dB_maxComp,majorAxisAngleOffset,0.006
61000,6dB_maxComp,majorAxisAngleOffset,0.008
62000,6dB_maxComp,majorAxisAngleOffset,0.009
63000,6dB_maxComp,majorAxisAngleOffset,0.011
64000,6dB_maxComp,majorAxisAngleOffset,0.014
65000,6dB_maxComp,majorAxisAngleOffset,0.009
66000,6dB_maxComp,majorAxisAngleOffset,-0.002
67000,6dB_maxComp,majorAxisAngleOffset,-0.003
68000,6dB_maxComp,majorAxisAngleOffset,0.002
69000,6dB_maxComp,majorAxisAngleOffset,0.004
70000,6dB_maxComp,majorAxisAngleOffset,-0.001
71000,6dB_maxComp,majorAxisAngleOffset,-0.002
72000,6dB_maxComp,majorAxisAngleOffset,0.003
73000,6dB_maxComp,majorAxisAngleOffset,0.006
74000,6dB_maxComp,majorAxisAngleOffset,0.004
75000,6dB_maxComp,majorAxisAngleOffset,0.003
76000,6dB_maxComp,majorAxisAngleOffset,0.007
77000,6dB_maxComp,majorAxisAngleOffset,0.009
78000,6dB_maxComp,majorAxisAngleOffset,0.008
79000,6dB_maxComp,majorAxisAngleOffset,0.008
80000,6dB_maxComp,majorAxisAngleOffset,0.01
81000,6dB_maxComp,majorAxisAngleOffset,0.011
82000,6dB_maxComp,majorAxisAngleOffset,0.011
83000,6dB_maxComp,majorAxisAngleOffset,0.01
84000,6dB_maxComp,majorAxisAngleOffset,0.006
85000,6dB_maxComp,majorAxisAngleOffset,-0.001
94000,6dB_maxComp,majorAxisAngleOffset,-0.193
95000,6dB_maxComp,majorAxisAngleOffset,-0.187
96000,6dB_maxComp,majorAxisAngleOffset,-0.179
97000,6dB_maxComp,majorAxisAngleOffset,-0.163
98000,6dB_maxComp,majorAxisAngleOffset,-0.127
99000,6dB_maxComp,majorAxisAngleOffset,-0.081
100000,6dB_maxComp,majorAxisAngleOffset,-0.1
101000,6dB_maxComp,majorAxisAngleOffset,-0.134
102000,6dB_maxComp,majorAxisAngleOffset,-0.121
103000,6dB_maxComp,majorAxisAngleOffset,-0.08
104000,6dB_maxComp,majorAxisAngleOffset,-0.068
105000,6dB_maxComp,majorAxisAngleOffset,-0.09
106000,6dB_maxComp,majorAxisAngleOffset,-0.094
107000,6dB_maxComp,majorAxisAngleOffset,-0.089
108000,6dB_maxComp,majorAxisAngleOffset,-0.094
109000,6dB_maxComp,majorAxisAngleOffset,-0.096
110000,6dB_maxComp,majorAxisAngleOffset,-0.078
111000,6dB_maxComp,majorAxisAngleOffset,-0.062
112000,6dB_maxComp,majorAxisAngleOffset,-0.069
113000,6dB_maxComp,majorAxisAngleOffset,-0.08
114000,6dB_maxComp,majorAxisAngleOffset,-0.076
118000,6dB_maxComp,majorAxisAngleOffset,-0.007
119000,6dB_maxComp,majorAxisAngleOffset,-0.026
120000,6dB_maxComp,majorAxisAngleOffset,-0.023
121000,6dB_maxComp,majorAxisAngleOffset,-0.007
122000,6dB_maxComp,majorAxisAngleOffset,-0.007
123000,6dB_maxComp,majorAxisAngleOffset,-0.013
124000,6dB_maxComp,majorAxisAngleOffset,-0.006
125000,6dB_maxComp,majorAxisAngleOffset,0.002
126000,6dB_maxComp,majorAxisAngleOffset,-0.003
127000,6dB_maxComp,majorAxisAngleOffset,-0.009
128000,6dB_maxComp,majorAxisAngleOffset,-0.009
129000,6dB_maxComp,majorAxisAngleOffset,-0.014
130000,6dB_maxComp,majorAxisAngleOffset,-0.022
131000,6dB_maxComp,majorAxisAngleOffset,-0.023
138000,6dB_maxComp,majorAxisAngleOffset,-0.01
139000,6dB_maxComp,majorAxisAngleOffset,-0.002
140000,6dB_maxComp,majorAxisAngleOffset,0.006
141000,6dB_maxComp,majorAxisAngleOffset,0.009
142000,6dB_maxComp,majorAxisAngleOffset,0.015
143000,6dB_maxComp,majorAxisAngleOffset,0.02
144000,6dB_maxComp,majorAxisAngleOffset,0.02
145000,6dB_maxComp,majorAxisAngleOffset,0.022
146000,6dB_maxComp,majorAxisAngleOffset,0.028
147000,6dB_maxComp,majorAxisAngleOffset,0.032
148000,6dB_maxComp,majorAxisAngleOffset,0.033
149000,6dB_maxComp,majorAxisAngleOffset,0.036
150000,6dB_maxComp,majorAxisAngleOffset,0.038
151000,6dB_maxComp,majorAxisAngleOffset,0.036
152000,6dB_maxComp,majorAxisAngleOffset,0.04
153000,6dB_maxComp,majorAxisAngleOffset,0.05
154000,6dB_maxComp,majorAxisAngleOffset,0.051
155000,6dB_maxComp,majorAxisAngleOffset,0.045
156000,6dB_maxComp,majorAxisAngleOffset,0.045
157000,6dB_maxComp,majorAxisAngleOffset,0.049
158000,6dB_maxComp,majorAxisAngleOffset,0.05
159000,6dB_maxComp,majorAxisAngleOffset,0.051
160000,6dB_maxComp,majorAxisAngleOffset,0.055
161000,6dB_maxComp,majorAxisAngleOffset,0.058
162000,6dB_maxComp,majorAxisAngleOffset,0.058
163000,6dB_maxComp,majorAxisAngleOffset,0.061
167000,6dB_maxComp,majorAxisAngleOffset,0.07
168000,6dB_maxComp,majorAxisAngleOffset,0.064
169000,6dB_maxComp,majorAxisAngleOffset,0.053
170000,6dB_maxComp,majorAxisAngleOffset,0.053
176000,6dB_maxComp,majorAxisAngleOffset,0.147
177000,6dB_maxComp,majorAxisAngleOffset,0.131
178000,6dB_maxComp,majorAxisAngleOffset,0.152
179000,6dB_maxComp,majorAxisAngleOffset,0.247
180000,6dB_maxComp,majorAxisAngleOffset,0.297
181000,6dB_maxComp,majorAxisAngleOffset,0.201
182000,6dB_maxComp,majorAxisAngleOffset,0.166
183000,6dB_maxComp,majorAxisAngleOffset,0.164
184000,6dB_maxComp,majorAxisAngleOffset,0.162
185000,6dB_maxComp,majorAxisAngleOffset,0.194
186000,6dB_maxComp,majorAxisAngleOffset,0.311
187000,6dB_maxComp,majorAxisAngleOffset,0.495
188000,6dB_maxComp,majorAxisAngleOffset,0.602
189000,6dB_maxComp,majorAxisAngleOffset,0.538
190000,6dB_maxComp,majorAxisAngleOffset,0.47
191000,6dB_maxComp,majorAxisAngleOffset,0.449
192000,6dB_maxComp,majorAxisAngleOffset,0.413
193000,6dB_maxComp,majorAxisAngleOffset,0.346
194000,6dB_maxComp,majorAxisAngleOffset,0.261
195000,6dB_maxComp,majorAxisAngleOffset,0.151
196000,6dB_maxComp,majorAxisAngleOffset,0.042
197000,6dB_maxComp,majorAxisAngleOffset,-0.042
198000,6dB_maxComp,majorAxisAngleOffset,-0.076
199000,6dB_maxComp,majorAxisAngleOffset,-0.045
200000,6dB_maxComp,majorAxisAngleOffset,0.014
201000,6dB_maxComp,majorAxisAngleOffset,0.037
202000,6dB_maxComp,majorAxisAngleOffset,0.004
203000,6dB_maxComp,majorAxisAngleOffset,-0.024
204000,6dB_maxComp,majorAxisAngleOffset,-0.013
205000,6dB_maxComp,majorAxisAngleOffset,-0.008
206000,6dB_maxComp,majorAxisAngleOffset,-0.029
212000,6dB_maxComp,majorAxisAngleOffset,-0.039
213000,6dB_maxComp,majorAxisAngleOffset,-0.026
214000,6dB_maxComp,majorAxisAngleOffset,-0.019
215000,6dB_maxComp,majorAxisAngleOffset,-0.02
216000,6dB_maxComp,majorAxisAngleOffset,-0.024
217000,6dB_maxComp,majorAxisAngleOffset,-0.028
218000,6dB_maxComp,majorAxisAngleOffset,-0.029
219000,6dB_maxComp,majorAxisAngleOffset,-0.031
220000,6dB_maxComp,majorAxisAngleOffset,-0.042
221000,6dB_maxComp,majorAxisAngleOffset,-0.057
222000,6dB_maxComp,majorAxisAngleOffset,-0.061
223000,6dB_maxComp,majorAxisAngleOffset,-0.051
224000,6dB_maxComp,majorAxisAngleOffset,-0.04
225000,6dB_maxComp,majorAxisAngleOffset,-0.043
226000,6dB_maxComp,majorAxisAngleOffset,-0.047
227000,6dB_maxComp,majorAxisAngleOffset,-0.044
228000,6dB_maxComp,majorAxisAngleOffset,-0.037
229000,6dB_maxComp,majorAxisAngleOffset,-0.033
230000,6dB_maxComp,majorAxisAngleOffset,-0.035
231000,6dB_maxComp,majorAxisAngleOffset,-0.037
232000,6dB_maxComp,majorAxisAngleOffset,-0.041
233000,6dB_maxComp,majorAxisAngleOffset,-0.052
234000,6dB_maxComp,majorAxisAngleOffset,-0.064
235000,6dB_maxComp,majorAxisAngleOffset,-0.069
236000,6dB_maxComp,majorAxisAngleOffset,-0.074
237000,6dB_maxComp,majorAxisAngleOffset,-0.086
238000,6dB_maxComp,majorAxisAngleOffset,-0.1
239000,6dB_maxComp,majorAxisAngleOffset,-0.113
240000,6dB_maxComp,majorAxisAngleOffset,-0.128
241000,6dB_maxComp,majorAxisAngleOffset,-0.149
247000,6dB_maxComp,majorAxisAngleOffset,-0.228
248000,6dB_maxComp,majorAxisAngleOffset,-0.233
249000,6dB_maxComp,majorAxisAngleOffset,-0.233
250000,6dB_maxComp,majorAxisAngleOffset,-0.241
251000,6dB_maxComp,majorAxisAngleOffset,-0.256
252000,6dB_maxComp,majorAxisAngleOffset,-0.255
253000,6dB_maxComp,majorAxisAngleOffset,-0.252
254000,6dB_maxComp,majorAxisAngleOffset,-0.256
255000,6dB_maxComp,majorAxisAngleOffset,-0.258
256000,6dB_maxComp,majorAxisAngleOffset,-0.254
257000,6dB_maxComp,majorAxisAngleOffset,-0.251
258000,6dB_maxComp,majorAxisAngleOffset,-0.254
259000,6dB_maxComp,majorAxisAngleOffset,-0.247
260000,6dB_maxComp,majorAxisAngleOffset,-0.237
45000,6dB_maxComp,minorAxisBeamWidth,10.455
46000,6dB_maxComp,minorAxisBeamWidth,10.426
47000,6dB_maxComp,minorAxisBeamWidth,10.343
48000,6dB_maxComp,minorAxisBeamWidth,9.941
49000,6dB_maxComp,minorAxisBeamWidth,9.705
50000,6dB_maxComp,minorAxisBeamWidth,9.623
51000,6dB_maxComp,minorAxisBeamWidth,9.344
52000,6dB_maxComp,minorAxisBeamWidth,9.073
53000,6dB_maxComp,minorAxisBeamWidth,8.97
54000,6dB_maxComp,minorAxisBeamWidth,8.855
55000,6dB_maxComp,minorAxisBeamWidth,8.646
56000,6dB_maxComp,minorAxisBeamWidth,8.482
57000,6dB_maxComp,minorAxisBeamWidth,8.411
58000,6dB_maxComp,minorAxisBeamWidth,8.305
59000,6dB_maxComp,minorAxisBeamWidth,8.098
60000,6dB_maxComp,minorAxisBeamWidth,7.962
61000,6dB_maxComp,minorAxisBeamWidth,7.888
62000,6dB_maxComp,minorAxisBeamWidth,7.729
63000,6dB_maxComp,minorAxisBeamWidth,7.55
64000,6dB_maxComp,minorAxisBeamWidth,7.467
65000,6dB_maxComp,minorAxisBeamWidth,7.41
66000,6dB_maxComp,minorAxisBeamWidth,7.238
67000,6dB_maxComp,minorAxisBeamWidth,7.087
68000,6dB_maxComp,minorAxisBeamWidth,7.009
69000,6dB_maxComp,minorAxisBeamWidth,6.918
70000,6dB_maxComp,minorAxisBeamWidth,6.777
71000,6dB_maxComp,minorAxisBeamWidth,6.676
72000,6dB_maxComp,minorAxisBeamWidth,6.612
73000,6dB_maxComp,minorAxisBeamWidth,6.516
74000,6dB_maxComp,minorAxisBeamWidth,6.383
75000,6dB_maxComp,minorAxisBeamWidth,6.26
76000,6dB_maxComp,minorAxisBeamWidth,6.172
77000,6dB_maxComp,minorAxisBeamWidth,6.098
78000,6dB_maxComp,minorAxisBeamWidth,6.032
79000,6dB_maxComp,minorAxisBeamWidth,5.959
80000,6dB_maxComp,minorAxisBeamWidth,5.854
81000,6dB_maxComp,minorAxisBeamWidth,5.734
82000,6dB_maxComp,minorAxisBeamWidth,5.633
83000,6dB_maxComp,minorAxisBeamWidth,5.559
84000,6dB_maxComp,minorAxisBeamWidth,5.491
85000,6dB_maxComp,minorAxisBeamWidth,5.428
94000,6dB_maxComp,minorAxisBeamWidth,8.725
95000,6dB_maxComp,minorAxisBeamWidth,8.637
96000,6dB_maxComp,minorAxisBeamWidth,8.418
97000,6dB_maxComp,minorAxisBeamWidth,8.25
98000,6dB_maxComp,minorAxisBeamWidth,8.191
99000,6dB_maxComp,minorAxisBeamWidth,8.034
100000,6dB_maxComp,minorAxisBeamWidth,7.749
101000,6dB_maxComp,minorAxisBeamWidth,7.657
102000,6dB_maxComp,minorAxisBeamWidth,7.766
103000,6dB_maxComp,minorAxisBeamWidth,7.837
104000,6dB_maxComp,minorAxisBeamWidth,7.513
105000,6dB_maxComp,minorAxisBeamWidth,7.259
106000,6dB_maxComp,minorAxisBeamWidth,7.167
107000,6dB_maxComp,minorAxisBeamWidth,7.143
108000,6dB_maxComp,minorAxisBeamWidth,7.14
109000,6dB_maxComp,minorAxisBeamWidth,7.219
110000,6dB_maxComp,minorAxisBeamWidth,7.276
111000,6dB_maxComp,minorAxisBeamWidth,7.156
112000,6dB_maxComp,minorAxisBeamWidth,7.091
113000,6dB_maxComp,minorAxisBeamWidth,7.261
114000,6dB_maxComp,minorAxisBeamWidth,7.486
118000,6dB_maxComp,minorAxisBeamWidth,6.889
119000,6dB_maxComp,minorAxisBeamWidth,6.776
120000,6dB_maxComp,minorAxisBeamWidth,6.796
121000,6dB_maxComp,minorAxisBeamWidth,6.782
122000,6dB_maxComp,minorAxisBeamWidth,6.652
123000,6dB_maxComp,minorAxisBeamWidth,6.6
124000,6dB_maxComp,minorAxisBeamWidth,6.657
125000,6dB_maxComp,minorAxisBeamWidth,6.617
126000,6dB_maxComp,minorAxisBeamWidth,6.512
127000,6dB_maxComp,minorAxisBeamWidth,6.501
128000,6dB_maxComp,minorAxisBeamWidth,6.496
129000,6dB_maxComp,minorAxisBeamWidth,6.36
130000,6dB_maxComp,minorAxisBeamWidth,6.256
131000,6dB_maxComp,minorAxisBeamWidth,6.301
138000,6dB_maxComp,minorAxisBeamWidth,5.636
139000,6dB_maxComp,minorAxisBeamWidth,5.552
140000,6dB_maxComp,minorAxisBeamWidth,5.527
141000,6dB_maxComp,minorAxisBeamWidth,5.522
142000,6dB_maxComp,minorAxisBeamWidth,5.504
143000,6dB_maxComp,minorAxisBeamWidth,5.462
144000,6dB_maxComp,minorAxisBeamWidth,5.394
145000,6dB_maxComp,minorAxisBeamWidth,5.342
146000,6dB_maxComp,minorAxisBeamWidth,5.341
147000,6dB_maxComp,minorAxisBeamWidth,5.374
148000,6dB_maxComp,minorAxisBeamWidth,5.372
149000,6dB_maxComp,minorAxisBeamWidth,5.304
150000,6dB_maxComp,minorAxisBeamWidth,5.224
151000,6dB_maxComp,minorAxisBeamWidth,5.22
152000,6dB_maxComp,minorAxisBeamWidth,5.272
153000,6dB_maxComp,minorAxisBeamWidth,5.291
154000,6dB_maxComp,minorAxisBeamWidth,5.224
155000,6dB_maxComp,minorAxisBeamWidth,5.132
156000,6dB_maxComp,minorAxisBeamWidth,5.08
157000,6dB_maxComp,minorAxisBeamWidth,5.052
158000,6dB_maxComp,minorAxisBeamWidth,5.012
159000,6dB_maxComp,minorAxisBeamWidth,4.96
160000,6dB_maxComp,minorAxisBeamWidth,4.911
161000,6dB_maxComp,minorAxisBeamWidth,4.862
162000,6dB_maxComp,minorAxisBeamWidth,4.817
163000,6dB_maxComp,minorAxisBeamWidth,4.799
167000,6dB_maxComp,minorAxisBeamWidth,4.741
168000,6dB_maxComp,minorAxisBeamWidth,4.745
169000,6dB_maxComp,minorAxisBeamWidth,4.766
170000,6dB_maxComp,minorAxisBeamWidth,4.836
176000,6dB_maxComp,minorAxisBeamWidth,7.438
177000,6dB_maxComp,minorAxisBeamWidth,7.226
178000,6dB_maxComp,minorAxisBeamWidth,7.128
179000,6dB_maxComp,minorAxisBeamWidth,7.411
180000,6dB_maxComp,minorAxisBeamWidth,7.549
181000,6dB_maxComp,minorAxisBeamWidth,7.019
182000,6dB_maxComp,minorAxisBeamWidth,6.775
183000,6dB_maxComp,minorAxisBeamWidth,7.001
184000,6dB_maxComp,minorAxisBeamWidth,7.299
185000,6dB_maxComp,minorAxisBeamWidth,7.106
186000,6dB_maxComp,minorAxisBeamWidth,6.903
187000,6dB_maxComp,minorAxisBeamWidth,6.9
188000,6dB_maxComp,minorAxisBeamWidth,6.799
189000,6dB_maxComp,minorAxisBeamWidth,6.556
190000,6dB_maxComp,minorAxisBeamWidth,6.53
191000,6dB_maxComp,minorAxisBeamWidth,6.651
192000,6dB_maxComp,minorAxisBeamWidth,6.599
193000,6dB_maxComp,minorAxisBeamWidth,6.435
194000,6dB_maxComp,minorAxisBeamWidth,6.427
195000,6dB_maxComp,minorAxisBeamWidth,6.451
196000,6dB_maxComp,minorAxisBeamWidth,6.352
197000,6dB_maxComp,minorAxisBeamWidth,6.29
198000,6dB_maxComp,minorAxisBeamWidth,6.343
199000,6dB_maxComp,minorAxisBeamWidth,6.305
200000,6dB_maxComp,minorAxisBeamWidth,6.089
201000,6dB_maxComp,minorAxisBeamWidth,5.94
202000,6dB_maxComp,minorAxisBeamWidth,6.036
203000,6dB_maxComp,minorAxisBeamWidth,6.1
204000,6dB_maxComp,minorAxisBeamWidth,5.902
205000,6dB_maxComp,minorAxisBeamWidth,5.716
206000,6dB_maxComp,minorAxisBeamWidth,5.759
212000,6dB_maxComp,minorAxisBeamWidth,5.565
213000,6dB_maxComp,minorAxisBeamWidth,5.469
214000,6dB_maxComp,minorAxisBeamWidth,5.478
215000,6dB_maxComp,minorAxisBeamWidth,5.52
216000,6dB_maxComp,minorAxisBeamWidth,5.512
217000,6dB_maxComp,minorAxisBeamWidth,5.489
218000,6dB_maxComp,minorAxisBeamWidth,5.453
219000,6dB_maxComp,minorAxisBeamWidth,5.354
220000,6dB_maxComp,minorAxisBeamWidth,5.227
221000,6dB_maxComp,minorAxisBeamWidth,5.155
222000,6dB_maxComp,minorAxisBeamWidth,5.128
223000,6dB_maxComp,minorAxisBeamWidth,5.108
224000,6dB_maxComp,minorAxisBeamWidth,5.122
225000,6dB_maxComp,minorAxisBeamWidth,5.178
226000,6dB_maxComp,minorAxisBeamWidth,5.183
227000,6dB_maxComp,minorAxisBeamWidth,5.154
228000,6dB_maxComp,minorAxisBeamWidth,5.164
229000,6dB_maxComp,minorAxisBeamWidth,5.194
230000,6dB_maxComp,minorAxisBeamWidth,5.177
231000,6dB_maxComp,minorAxisBeamWidth,5.122
232000,6dB_maxComp,minorAxisBeamWidth,5.074
233000,6dB_maxComp,minorAxisBeamWidth,5.03
234000,6dB_maxComp,minorAxisBeamWidth,4.991
235000,6dB_maxComp,minorAxisBeamWidth,4.978
236000,6dB_maxComp,minorAxisBeamWidth,4.979
237000,6dB_maxComp,minorAxisBeamWidth,4.96
238000,6dB_maxComp,minorAxisBeamWidth,4.918
239000,6dB_maxComp,minorAxisBeamWidth,4.863
240000,6dB_maxComp,minorAxisBeamWidth,4.786
241000,6dB_maxComp,minorAxisBeamWidth,4.701
247000,6dB_maxComp,minorAxisBeamWidth,4.453
248000,6dB_maxComp,minorAxisBeamWidth,4.393
249000,6dB_maxComp,minorAxisBeamWidth,4.375
250000,6dB_maxComp,minorAxisBeamWidth,4.37
251000,6dB_maxComp,minorAxisBeamWidth,4.363
252000,6dB_maxComp,minorAxisBeamWidth,4.346
253000,6dB_maxComp,minorAxisBeamWidth,4.318
254000,6dB_maxComp,minorAxisBeamWidth,4.276
255000,6dB_maxComp,minorAxisBeamWidth,4.233
256000,6dB_maxComp,minorAxisBeamWidth,4.211
257000,6dB_maxComp,minorAxisBeamWidth,4.198
258000,6dB_maxComp,minorAxisBeamWidth,4.169
259000,6dB_maxComp,minorAxisBeamWidth,4.172
260000,6dB_maxComp,minorAxisBeamWidth,4.24
45000,6dB_maxComp,majorAxisBeamWidth,10.505
46000,6dB_maxComp,majorAxisBeamWidth,10.326
47000,6dB_maxComp,majorAxisBeamWidth,10.112
48000,6dB_maxComp,majorAxisBeamWidth,9.657
49000,6dB_maxComp,majorAxisBeamWidth,9.383
50000,6dB_maxComp,majorAxisBeamWidth,9.313
51000,6dB_maxComp,majorAxisBeamWidth,9.115
52000,6dB_maxComp,majorAxisBeamWidth,8.893
53000,6dB_maxComp,majorAxisBeamWidth,8.797
54000,6dB_maxComp,majorAxisBeamWidth,8.698
55000,6dB_maxComp,majorAxisBeamWidth,8.515
56000,6dB_maxComp,majorAxisBeamWidth,8.356
57000,6dB_maxComp,majorAxisBeamWidth,8.273
58000,6dB_maxComp,majorAxisBeamWidth,8.161
59000,6dB_maxComp,majorAxisBeamWidth,7.961
60000,6dB_maxComp,majorAxisBeamWidth,7.831
61000,6dB_maxComp,majorAxisBeamWidth,7.772
62000,6dB_maxComp,majorAxisBeamWidth,7.64
63000,6dB_maxComp,majorAxisBeamWidth,7.474
64000,6dB_maxComp,majorAxisBeamWidth,7.378
65000,6dB_maxComp,majorAxisBeamWidth,7.313
66000,6dB_maxComp,majorAxisBeamWidth,7.168
67000,6dB_maxComp,majorAxisBeamWidth,7.033
68000,6dB_maxComp,majorAxisBeamWidth,6.942
69000,6dB_maxComp,majorAxisBeamWidth,6.837
70000,6dB_maxComp,majorAxisBeamWidth,6.707
71000,6dB_maxComp,majorAxisBeamWidth,6.623
72000,6dB_maxComp,majorAxisBeamWidth,6.556
73000,6dB_maxComp,majorAxisBeamWidth,6.448
