frequency,ecsFile,variable,value
218000,original,minorAxisBeamWidth,5.393
219000,original,minorAxisBeamWidth,5.3052
220000,original,minorAxisBeamWidth,5.1955
221000,original,minorAxisBeamWidth,5.1387
222000,original,minorAxisBeamWidth,5.1135
223000,original,minorAxisBeamWidth,5.0806
224000,original,minorAxisBeamWidth,5.0769
225000,original,minorAxisBeamWidth,5.1317
226000,original,minorAxisBeamWidth,5.1422
227000,original,minorAxisBeamWidth,5.1085
228000,original,minorAxisBeamWidth,5.1042
229000,original,minorAxisBeamWidth,5.1191
230000,original,minorAxisBeamWidth,5.0964
231000,original,minorAxisBeamWidth,5.0417
232000,original,minorAxisBeamWidth,4.9936
233000,original,minorAxisBeamWidth,4.9536
234000,original,minorAxisBeamWidth,4.9174
235000,original,minorAxisBeamWidth,4.901
236000,original,minorAxisBeamWidth,4.9025
237000,original,minorAxisBeamWidth,4.8937
238000,original,minorAxisBeamWidth,4.863
239000,original,minorAxisBeamWidth,4.8173
240000,original,minorAxisBeamWidth,4.7558
241000,original,minorAxisBeamWidth,4.6838
247000,original,minorAxisBeamWidth,4.4801
248000,original,minorAxisBeamWidth,4.4124
249000,original,minorAxisBeamWidth,4.3774
250000,original,minorAxisBeamWidth,4.3531
251000,original,minorAxisBeamWidth,4.3313
252000,original,minorAxisBeamWidth,4.3159
253000,original,minorAxisBeamWidth,4.2953
254000,original,minorAxisBeamWidth,4.2502
255000,original,minorAxisBeamWidth,4.1971
256000,original,minorAxisBeamWidth,4.1646
257000,original,minorAxisBeamWidth,4.143
258000,original,minorAxisBeamWidth,4.1098
259000,original,minorAxisBeamWidth,4.1259
260000,original,minorAxisBeamWidth,4.2126
45000,original,majorAxisBeamWidth,10.5223
46000,original,majorAxisBeamWidth,10.3425
47000,original,majorAxisBeamWidth,10.0155
48000,original,majorAxisBeamWidth,9.487
49000,original,majorAxisBeamWidth,9.2244
50000,original,majorAxisBeamWidth,9.2155
51000,original,majorAxisBeamWidth,9.0756
52000,original,majorAxisBeamWidth,8.835
53000,original,majorAxisBeamWidth,8.7101
54000,original,majorAxisBeamWidth,8.6224
55000,original,majorAxisBeamWidth,8.4774
56000,original,majorAxisBeamWidth,8.3402
57000,original,majorAxisBeamWidth,8.2556
58000,original,majorAxisBeamWidth,8.1385
59000,original,majorAxisBeamWidth,7.9512
60000,original,majorAxisBeamWidth,7.8453
61000,original,majorAxisBeamWidth,7.81
62000,original,majorAxisBeamWidth,7.6929
63000,original,majorAxisBeamWidth,7.5252
64000,original,majorAxisBeamWidth,7.4139
65000,original,majorAxisBeamWidth,7.3414
66000,original,majorAxisBeamWidth,7.2079
67000,original,majorAxisBeamWidth,7.0793
68000,original,majorAxisBeamWidth,6.9843
69000,original,majorAxisBeamWidth,6.8657
70000,original,majorAxisBeamWidth,6.7201
71000,original,majorAxisBeamWidth,6.6286
72000,original,majorAxisBeamWidth,6.5576
73000,original,majorAxisBeamWidth,6.4454
74000,original,majorAxisBeamWidth,6.3006
75000,original,majorAxisBeamWidth,6.1773
76000,original,majorAxisBeamWidth,6.0953
77000,original,majorAxisBeamWidth,6.0171
78000,original,majorAxisBeamWidth,5.9364
79000,original,majorAxisBeamWidth,5.8513
80000,original,majorAxisBeamWidth,5.7472
81000,original,majorAxisBeamWidth,5.64
82000,original,majorAxisBeamWidth,5.5548
83000,original,majorAxisBeamWidth,5.4917
84000,original,majorAxisBeamWidth,5.4299
85000,original,majorAxisBeamWidth,5.3749
94000,original,majorAxisBeamWidth,8.7412
95000,original,majorAxisBeamWidth,8.619
96000,original,majorAxisBeamWidth,8.4511
97000,original,majorAxisBeamWidth,8.3191
98000,original,majorAxisBeamWidth,8.1742
99000,original,majorAxisBeamWidth,7.8669
100000,original,majorAxisBeamWidth,7.691
101000,original,majorAxisBeamWidth,7.7515
102000,original,majorAxisBeamWidth,7.8262
103000,original,majorAxisBeamWidth,7.7363
104000,original,majorAxisBeamWidth,7.4262
105000,original,majorAxisBeamWidth,7.3258
106000,original,majorAxisBeamWidth,7.2959
107000,original,majorAxisBeamWidth,7.2626
108000,original,majorAxisBeamWidth,7.2524
109000,original,majorAxisBeamWidth,7.311
110000,original,majorAxisBeamWidth,7.3345
111000,original,majorAxisBeamWidth,7.2357
112000,original,majorAxisBeamWidth,7.2162
113000,original,majorAxisBeamWidth,7.3946
114000,original,majorAxisBeamWidth,7.596
118000,original,majorAxisBeamWidth,6.9486
119000,original,majorAxisBeamWidth,6.8517
120000,original,majorAxisBeamWidth,6.8649
121000,original,majorAxisBeamWidth,6.8289
122000,original,majorAxisBeamWidth,6.7024
123000,original,majorAxisBeamWidth,6.6572
124000,original,majorAxisBeamWidth,6.6979
125000,original,majorAxisBeamWidth,6.6475
126000,original,majorAxisBeamWidth,6.5575
127000,original,majorAxisBeamWidth,6.5466
128000,original,majorAxisBeamWidth,6.5211
129000,original,majorAxisBeamWidth,6.3867
130000,original,majorAxisBeamWidth,6.3005
131000,original,majorAxisBeamWidth,6.349
138000,original,majorAxisBeamWidth,5.7461
139000,original,majorAxisBeamWidth,5.6679
140000,original,majorAxisBeamWidth,5.6397
141000,original,majorAxisBeamWidth,5.6278
142000,original,majorAxisBeamWidth,5.6091
143000,original,majorAxisBeamWidth,5.5621
144000,original,majorAxisBeamWidth,5.4819
145000,original,majorAxisBeamWidth,5.4148
146000,original,majorAxisBeamWidth,5.4037
147000,original,majorAxisBeamWidth,5.4378
148000,original,majorAxisBeamWidth,5.4407
149000,original,majorAxisBeamWidth,5.3699
150000,original,majorAxisBeamWidth,5.2866
151000,original,majorAxisBeamWidth,5.2858
152000,original,majorAxisBeamWidth,5.3432
153000,original,majorAxisBeamWidth,5.369
154000,original,majorAxisBeamWidth,5.3029
155000,original,majorAxisBeamWidth,5.2017
156000,original,majorAxisBeamWidth,5.1397
157000,original,majorAxisBeamWidth,5.1038
158000,original,majorAxisBeamWidth,5.0541
159000,original,majorAxisBeamWidth,4.9929
160000,original,majorAxisBeamWidth,4.941
161000,original,majorAxisBeamWidth,4.8956
162000,original,majorAxisBeamWidth,4.8466
163000,original,majorAxisBeamWidth,4.8103
167000,original,majorAxisBeamWidth,4.771
168000,original,majorAxisBeamWidth,4.7626
169000,original,majorAxisBeamWidth,4.7842
170000,original,majorAxisBeamWidth,4.8945
176000,original,majorAxisBeamWidth,8.0366
177000,original,majorAxisBeamWidth,7.8471
178000,original,majorAxisBeamWidth,7.7292
179000,original,majorAxisBeamWidth,7.8576
180000,original,majorAxisBeamWidth,7.7591
181000,original,majorAxisBeamWidth,7.3428
182000,original,majorAxisBeamWidth,7.2175
183000,original,majorAxisBeamWidth,7.5567
184000,original,majorAxisBeamWidth,7.8833
185000,original,majorAxisBeamWidth,7.5835
186000,original,majorAxisBeamWidth,7.2942
187000,original,majorAxisBeamWidth,7.2475
188000,original,majorAxisBeamWidth,7.1277
189000,original,majorAxisBeamWidth,6.9169
190000,original,majorAxisBeamWidth,6.9838
191000,original,majorAxisBeamWidth,7.1852
192000,original,majorAxisBeamWidth,7.1064
193000,original,majorAxisBeamWidth,6.8778
194000,original,majorAxisBeamWidth,6.8946
195000,original,majorAxisBeamWidth,6.987
196000,original,majorAxisBeamWidth,6.9082
197000,original,majorAxisBeamWidth,6.8425
198000,original,majorAxisBeamWidth,6.8945
199000,original,majorAxisBeamWidth,6.8337
200000,original,majorAxisBeamWidth,6.5753
201000,original,majorAxisBeamWidth,6.4191
202000,original,majorAxisBeamWidth,6.5477
203000,original,majorAxisBeamWidth,6.6108
204000,original,majorAxisBeamWidth,6.3745
205000,original,majorAxisBeamWidth,6.1946
206000,original,majorAxisBeamWidth,6.2949
212000,original,majorAxisBeamWidth,6.1311
213000,original,majorAxisBeamWidth,5.9915
214000,original,majorAxisBeamWidth,5.9892
215000,original,majorAxisBeamWidth,6.0415
216000,original,majorAxisBeamWidth,6.0459
217000,original,majorAxisBeamWidth,6.0345
218000,original,majorAxisBeamWidth,5.9924
219000,original,majorAxisBeamWidth,5.8733
220000,original,majorAxisBeamWidth,5.7466
221000,original,majorAxisBeamWidth,5.7027
222000,original,majorAxisBeamWidth,5.6805
223000,original,majorAxisBeamWidth,5.6298
224000,original,majorAxisBeamWidth,5.6258
225000,original,majorAxisBeamWidth,5.7128
226000,original,majorAxisBeamWidth,5.7263
227000,original,majorAxisBeamWidth,5.6714
228000,original,majorAxisBeamWidth,5.6559
229000,original,majorAxisBeamWidth,5.6735
230000,original,majorAxisBeamWidth,5.6483
231000,original,majorAxisBeamWidth,5.5803
232000,original,majorAxisBeamWidth,5.5237
233000,original,majorAxisBeamWidth,5.4858
234000,original,majorAxisBeamWidth,5.4548
235000,original,majorAxisBeamWidth,5.4435
236000,original,majorAxisBeamWidth,5.4496
237000,original,majorAxisBeamWidth,5.4413
238000,original,majorAxisBeamWidth,5.4048
239000,original,majorAxisBeamWidth,5.3475
240000,original,majorAxisBeamWidth,5.2708
241000,original,majorAxisBeamWidth,5.186
247000,original,majorAxisBeamWidth,4.9456
248000,original,majorAxisBeamWidth,4.8675
249000,original,majorAxisBeamWidth,4.8234
250000,original,majorAxisBeamWidth,4.7932
251000,original,majorAxisBeamWidth,4.7764
252000,original,majorAxisBeamWidth,4.7672
253000,original,majorAxisBeamWidth,4.7344
254000,original,majorAxisBeamWidth,4.6734
255000,original,majorAxisBeamWidth,4.6077
256000,original,majorAxisBeamWidth,4.5656
257000,original,majorAxisBeamWidth,4.5342
258000,original,majorAxisBeamWidth,4.4946
259000,original,majorAxisBeamWidth,4.5167
260000,original,majorAxisBeamWidth,4.618
45000,original,RMSE_dB,0.5042
46000,original,RMSE_dB,0.328
47000,original,RMSE_dB,0.3562
48000,original,RMSE_dB,0.4177
49000,original,RMSE_dB,0.4345
50000,original,RMSE_dB,0.3889
51000,original,RMSE_dB,0.3442
52000,original,RMSE_dB,0.3263
53000,original,RMSE_dB,0.3267
54000,original,RMSE_dB,0.3124
55000,original,RMSE_dB,0.2843
56000,original,RMSE_dB,0.2681
57000,original,RMSE_dB,0.2581
58000,original,RMSE_dB,0.2481
59000,original,RMSE_dB,0.249
60000,original,RMSE_dB,0.2445
61000,original,RMSE_dB,0.2338
62000,original,RMSE_dB,0.2387
63000,original,RMSE_dB,0.2401
64000,original,RMSE_dB,0.2432
65000,original,RMSE_dB,0.2596
66000,original,RMSE_dB,0.254
67000,original,RMSE_dB,0.2481
68000,original,RMSE_dB,0.2579
69000,original,RMSE_dB,0.2809
70000,original,RMSE_dB,0.2858
71000,original,RMSE_dB,0.2799
72000,original,RMSE_dB,0.2881
73000,original,RMSE_dB,0.3202
74000,original,RMSE_dB,0.3499
75000,original,RMSE_dB,0.3532
76000,original,RMSE_dB,0.3393
77000,original,RMSE_dB,0.3326
78000,original,RMSE_dB,0.3505
79000,original,RMSE_dB,0.377
80000,original,RMSE_dB,0.3958
81000,original,RMSE_dB,0.4298
82000,original,RMSE_dB,0.5097
83000,original,RMSE_dB,0.4491
84000,original,RMSE_dB,0.3837
85000,original,RMSE_dB,0.3749
94000,original,RMSE_dB,0.361
95000,original,RMSE_dB,0.3434
96000,original,RMSE_dB,0.3658
97000,original,RMSE_dB,0.3771
98000,original,RMSE_dB,0.3674
99000,original,RMSE_dB,0.5837
100000,original,RMSE_dB,0.5139
101000,original,RMSE_dB,0.5386
102000,original,RMSE_dB,0.5453
103000,original,RMSE_dB,0.4744
104000,original,RMSE_dB,0.6392
105000,original,RMSE_dB,0.4608
106000,original,RMSE_dB,0.4938
107000,original,RMSE_dB,0.4673
108000,original,RMSE_dB,0.4421
109000,original,RMSE_dB,0.4417
110000,original,RMSE_dB,0.4245
111000,original,RMSE_dB,0.3991
112000,original,RMSE_dB,0.3647
113000,original,RMSE_dB,0.3465
114000,original,RMSE_dB,0.3325
118000,original,RMSE_dB,0.3128
119000,original,RMSE_dB,0.3114
120000,original,RMSE_dB,0.3086
121000,original,RMSE_dB,0.2942
122000,original,RMSE_dB,0.3062
123000,original,RMSE_dB,0.3101
124000,original,RMSE_dB,0.2987
125000,original,RMSE_dB,0.3015
126000,original,RMSE_dB,0.309
127000,original,RMSE_dB,0.3169
128000,original,RMSE_dB,0.311
129000,original,RMSE_dB,0.3171
130000,original,RMSE_dB,0.3227
131000,original,RMSE_dB,0.3173
138000,original,RMSE_dB,0.4008
139000,original,RMSE_dB,0.3964
140000,original,RMSE_dB,0.3923
141000,original,RMSE_dB,0.3866
142000,original,RMSE_dB,0.3841
143000,original,RMSE_dB,0.3888
144000,original,RMSE_dB,0.3941
145000,original,RMSE_dB,0.3905
146000,original,RMSE_dB,0.3883
147000,original,RMSE_dB,0.3938
148000,original,RMSE_dB,0.3931
149000,original,RMSE_dB,0.4047
150000,original,RMSE_dB,0.4409
151000,original,RMSE_dB,0.4573
152000,original,RMSE_dB,0.4511
153000,original,RMSE_dB,0.4759
154000,original,RMSE_dB,0.5075
155000,original,RMSE_dB,0.4977
156000,original,RMSE_dB,0.4813
157000,original,RMSE_dB,0.4836
158000,original,RMSE_dB,0.4936
159000,original,RMSE_dB,0.493
160000,original,RMSE_dB,0.4972
161000,original,RMSE_dB,0.5073
162000,original,RMSE_dB,0.5044
163000,original,RMSE_dB,0.4908
167000,original,RMSE_dB,0.5106
168000,original,RMSE_dB,0.5521
169000,original,RMSE_dB,0.6508
170000,original,RMSE_dB,0.6429
176000,original,RMSE_dB,0.8055
177000,original,RMSE_dB,0.825
178000,original,RMSE_dB,0.9396
179000,original,RMSE_dB,1.2759
180000,original,RMSE_dB,1.3824
181000,original,RMSE_dB,1.0583
182000,original,RMSE_dB,0.9742
183000,original,RMSE_dB,0.9614
184000,original,RMSE_dB,1.0045
185000,original,RMSE_dB,1.036
186000,original,RMSE_dB,1.1105
187000,original,RMSE_dB,1.3798
188000,original,RMSE_dB,1.704
189000,original,RMSE_dB,1.6249
190000,original,RMSE_dB,1.4007
191000,original,RMSE_dB,1.3115
192000,original,RMSE_dB,1.2736
193000,original,RMSE_dB,1.1848
194000,original,RMSE_dB,1.0108
195000,original,RMSE_dB,0.8723
196000,original,RMSE_dB,0.792
197000,original,RMSE_dB,0.7386
198000,original,RMSE_dB,0.7181
199000,original,RMSE_dB,0.7321
200000,original,RMSE_dB,0.7306
201000,original,RMSE_dB,0.7439
202000,original,RMSE_dB,0.7225
203000,original,RMSE_dB,0.7027
204000,original,RMSE_dB,0.7045
205000,original,RMSE_dB,0.7078
206000,original,RMSE_dB,0.711
212000,original,RMSE_dB,0.8513
213000,original,RMSE_dB,0.8208
214000,original,RMSE_dB,0.7897
215000,original,RMSE_dB,0.7825
216000,original,RMSE_dB,0.7927
217000,original,RMSE_dB,0.7864
218000,original,RMSE_dB,0.7732
219000,original,RMSE_dB,0.7873
220000,original,RMSE_dB,0.8228
221000,original,RMSE_dB,0.8492
222000,original,RMSE_dB,0.8617
223000,original,RMSE_dB,0.8782
224000,original,RMSE_dB,0.8913
225000,original,RMSE_dB,0.8691
226000,original,RMSE_dB,0.8424
227000,original,RMSE_dB,0.8391
228000,original,RMSE_dB,0.8417
229000,original,RMSE_dB,0.8466
230000,original,RMSE_dB,0.858
231000,original,RMSE_dB,0.873
232000,original,RMSE_dB,0.8911
233000,original,RMSE_dB,0.9075
234000,original,RMSE_dB,0.9186
235000,original,RMSE_dB,0.9206
236000,original,RMSE_dB,0.9147
237000,original,RMSE_dB,0.9154
238000,original,RMSE_dB,0.9252
239000,original,RMSE_dB,0.9317
240000,original,RMSE_dB,0.9487
241000,original,RMSE_dB,1.0076
247000,original,RMSE_dB,1.4838
248000,original,RMSE_dB,1.4055
249000,original,RMSE_dB,1.3503
250000,original,RMSE_dB,1.3411
251000,original,RMSE_dB,1.3596
252000,original,RMSE_dB,1.3725
253000,original,RMSE_dB,1.3713
254000,original,RMSE_dB,1.389
255000,original,RMSE_dB,1.4393
256000,original,RMSE_dB,1.5121
257000,original,RMSE_dB,1.6254
258000,original,RMSE_dB,1.7138
259000,original,RMSE_dB,1.6466
260000,original,RMSE_dB,1.7402
45000,6dB_maxComp,gain,26.8399
46000,6dB_maxComp,gain,27.6841
47000,6dB_maxComp,gain,28.0046
48000,6dB_maxComp,gain,27.8516
49000,6dB_maxComp,gain,27.5607
50000,6dB_maxComp,gain,27.2789
51000,6dB_maxComp,gain,27.1275
52000,6dB_maxComp,gain,27.0725
53000,6dB_maxComp,gain,27.0003
54000,6dB_maxComp,gain,26.9676
55000,6dB_maxComp,gain,27.0301
56000,6dB_maxComp,gain,27.1041
57000,6dB_maxComp,gain,27.1321
58000,6dB_maxComp,gain,27.1826
59000,6dB_maxComp,gain,27.3199
60000,6dB_maxComp,gain,27.4391
61000,6dB_maxComp,gain,27.4651
62000,6dB_maxComp,gain,27.4976
63000,6dB_maxComp,gain,27.5891
64000,6dB_maxComp,gain,27.667
65000,6dB_maxComp,gain,27.6665
66000,6dB_maxComp,gain,27.6954
67000,6dB_maxComp,gain,27.7551
68000,6dB_maxComp,gain,27.7532
69000,6dB_maxComp,gain,27.7184
70000,6dB_maxComp,gain,27.6873
71000,6dB_maxComp,gain,27.6528
72000,6dB_maxComp,gain,27.6348
73000,6dB_maxComp,gain,27.6339
74000,6dB_maxComp,gain,27.6127
75000,6dB_maxComp,gain,27.5614
76000,6dB_maxComp,gain,27.5319
77000,6dB_maxComp,gain,27.5319
78000,6dB_maxComp,gain,27.5248
79000,6dB_maxComp,gain,27.5144
80000,6dB_maxComp,gain,27.5147
81000,6dB_maxComp,gain,27.5243
82000,6dB_maxComp,gain,27.5531
83000,6dB_maxComp,gain,27.6283
84000,6dB_maxComp,gain,27.7459
85000,6dB_maxComp,gain,27.8148
94000,6dB_maxComp,gain,27.6476
95000,6dB_maxComp,gain,27.2983
96000,6dB_maxComp,gain,27.0554
97000,6dB_maxComp,gain,27.0802
98000,6dB_maxComp,gain,27.0747
99000,6dB_maxComp,gain,26.879
100000,6dB_maxComp,gain,26.7869
101000,6dB_maxComp,gain,26.9136
102000,6dB_maxComp,gain,26.8986
103000,6dB_maxComp,gain,26.7303
104000,6dB_maxComp,gain,26.6738
105000,6dB_maxComp,gain,26.7269
106000,6dB_maxComp,gain,26.6725
107000,6dB_maxComp,gain,26.612
108000,6dB_maxComp,gain,26.7615
109000,6dB_maxComp,gain,26.7721
110000,6dB_maxComp,gain,26.5977
111000,6dB_maxComp,gain,26.6736
112000,6dB_maxComp,gain,26.8813
113000,6dB_maxComp,gain,26.7233
114000,6dB_maxComp,gain,26.3945
118000,6dB_maxComp,gain,26.9508
119000,6dB_maxComp,gain,26.8297
120000,6dB_maxComp,gain,26.7732
121000,6dB_maxComp,gain,26.9016
122000,6dB_maxComp,gain,26.9865
123000,6dB_maxComp,gain,26.8997
124000,6dB_maxComp,gain,26.8788
125000,6dB_maxComp,gain,27.0397
126000,6dB_maxComp,gain,27.0705
127000,6dB_maxComp,gain,26.9243
128000,6dB_maxComp,gain,26.9558
129000,6dB_maxComp,gain,27.1297
130000,6dB_maxComp,gain,27.0571
131000,6dB_maxComp,gain,26.8919
138000,6dB_maxComp,gain,27.0433
139000,6dB_maxComp,gain,26.7751
140000,6dB_maxComp,gain,26.45
141000,6dB_maxComp,gain,26.285
142000,6dB_maxComp,gain,26.0012
143000,6dB_maxComp,gain,26.0758
144000,6dB_maxComp,gain,26.2664
145000,6dB_maxComp,gain,26.3283
146000,6dB_maxComp,gain,26.191
147000,6dB_maxComp,gain,26.0543
148000,6dB_maxComp,gain,26.0536
149000,6dB_maxComp,gain,26.026
150000,6dB_maxComp,gain,25.9499
151000,6dB_maxComp,gain,25.9885
152000,6dB_maxComp,gain,26.0565
153000,6dB_maxComp,gain,26.05
154000,6dB_maxComp,gain,26.0948
155000,6dB_maxComp,gain,26.2197
156000,6dB_maxComp,gain,26.3302
157000,6dB_maxComp,gain,26.4518
158000,6dB_maxComp,gain,26.5844
159000,6dB_maxComp,gain,26.7223
160000,6dB_maxComp,gain,26.9559
161000,6dB_maxComp,gain,27.2527
162000,6dB_maxComp,gain,27.2817
163000,6dB_maxComp,gain,27.165
167000,6dB_maxComp,gain,27.4796
168000,6dB_maxComp,gain,26.8559
169000,6dB_maxComp,gain,26.3216
170000,6dB_maxComp,gain,26.3885
176000,6dB_maxComp,gain,26.3958
177000,6dB_maxComp,gain,26.6286
178000,6dB_maxComp,gain,26.5942
179000,6dB_maxComp,gain,26.4159
180000,6dB_maxComp,gain,26.3808
181000,6dB_maxComp,gain,26.5872
182000,6dB_maxComp,gain,26.6592
183000,6dB_maxComp,gain,26.6484
184000,6dB_maxComp,gain,26.7603
185000,6dB_maxComp,gain,26.8896
186000,6dB_maxComp,gain,26.7188
187000,6dB_maxComp,gain,26.2162
188000,6dB_maxComp,gain,25.7957
189000,6dB_maxComp,gain,25.9495
190000,6dB_maxComp,gain,26.2597
191000,6dB_maxComp,gain,26.4092
192000,6dB_maxComp,gain,26.483
193000,6dB_maxComp,gain,26.6361
194000,6dB_maxComp,gain,26.8431
195000,6dB_maxComp,gain,27.0763
196000,6dB_maxComp,gain,27.3162
197000,6dB_maxComp,gain,27.5486
198000,6dB_maxComp,gain,27.7552
199000,6dB_maxComp,gain,27.8642
200000,6dB_maxComp,gain,27.818
201000,6dB_maxComp,gain,27.6851
202000,6dB_maxComp,gain,27.6345
203000,6dB_maxComp,gain,27.7339
204000,6dB_maxComp,gain,27.8628
205000,6dB_maxComp,gain,27.9649
206000,6dB_maxComp,gain,28.0852
212000,6dB_maxComp,gain,27.9249
213000,6dB_maxComp,gain,27.8162
214000,6dB_maxComp,gain,27.8893
215000,6dB_maxComp,gain,28.0123
216000,6dB_maxComp,gain,27.9031
217000,6dB_maxComp,gain,27.8102
218000,6dB_maxComp,gain,27.985
219000,6dB_maxComp,gain,28.1325
220000,6dB_maxComp,gain,28.0997
221000,6dB_maxComp,gain,28.2232
222000,6dB_maxComp,gain,28.4388
223000,6dB_maxComp,gain,28.3106
224000,6dB_maxComp,gain,27.9975
225000,6dB_maxComp,gain,27.5877
226000,6dB_maxComp,gain,27.8074
227000,6dB_maxComp,gain,28.2979
228000,6dB_maxComp,gain,28.2954
229000,6dB_maxComp,gain,28.1459
230000,6dB_maxComp,gain,28.1093
231000,6dB_maxComp,gain,28.158
232000,6dB_maxComp,gain,28.229
233000,6dB_maxComp,gain,28.2708
234000,6dB_maxComp,gain,28.2602
235000,6dB_maxComp,gain,28.2626
236000,6dB_maxComp,gain,28.2691
237000,6dB_maxComp,gain,28.1881
238000,6dB_maxComp,gain,28.1125
239000,6dB_maxComp,gain,28.1672
240000,6dB_maxComp,gain,28.1735
241000,6dB_maxComp,gain,28.069
247000,6dB_maxComp,gain,26.4111
248000,6dB_maxComp,gain,26.4871
249000,6dB_maxComp,gain,26.4317
250000,6dB_maxComp,gain,26.2328
251000,6dB_maxComp,gain,25.8569
252000,6dB_maxComp,gain,25.554
253000,6dB_maxComp,gain,25.4502
254000,6dB_maxComp,gain,25.3086
255000,6dB_maxComp,gain,25.1159
256000,6dB_maxComp,gain,24.9183
257000,6dB_maxComp,gain,24.6968
258000,6dB_maxComp,gain,24.371
259000,6dB_maxComp,gain,24.0219
260000,6dB_maxComp,gain,23.8811
45000,6dB_maxComp,minorAxisAngleOffset,0.087
46000,6dB_maxComp,minorAxisAngleOffset,0.082
47000,6dB_maxComp,minorAxisAngleOffset,0.06
48000,6dB_maxComp,minorAxisAngleOffset,0.01
49000,6dB_maxComp,minorAxisAngleOffset,-0.022
50000,6dB_maxComp,minorAxisAngleOffset,-0.04
51000,6dB_maxComp,minorAxisAngleOffset,-0.061
52000,6dB_maxComp,minorAxisAngleOffset,-0.08
53000,6dB_maxComp,minorAxisAngleOffset,-0.088
54000,6dB_maxComp,minorAxisAngleOffset,-0.088
55000,6dB_maxComp,minorAxisAngleOffset,-0.083
56000,6dB_maxComp,minorAxisAngleOffset,-0.078
57000,6dB_maxComp,minorAxisAngleOffset,-0.076
58000,6dB_maxComp,minorAxisAngleOffset,-0.08
59000,6dB_maxComp,minorAxisAngleOffset,-0.091
60000,6dB_maxComp,minorAxisAngleOffset,-0.093
61000,6dB_maxComp,minorAxisAngleOffset,-0.088
62000,6dB_maxComp,minorAxisAngleOffset,-0.084
63000,6dB_maxComp,minorAxisAngleOffset,-0.082
64000,6dB_maxComp,minorAxisAngleOffset,-0.082
65000,6dB_maxComp,minorAxisAngleOffset,-0.084
66000,6dB_maxComp,minorAxisAngleOffset,-0.09
67000,6dB_maxComp,minorAxisAngleOffset,-0.093
68000,6dB_maxComp,minorAxisAngleOffset,-0.093
69000,6dB_maxComp,minorAxisAngleOffset,-0.095
70000,6dB_maxComp,minorAxisAngleOffset,-0.098
71000,6dB_maxComp,minorAxisAngleOffset,-0.097
72000,6dB_maxComp,minorAxisAngleOffset,-0.092
73000,6dB_maxComp,minorAxisAngleOffset,-0.091
74000,6dB_maxComp,minorAxisAngleOffset,-0.093
75000,6dB_maxComp,minorAxisAngleOffset,-0.093
76000,6dB_maxComp,minorAxisAngleOffset,-0.093
77000,6dB_maxComp,minorAxisAngleOffset,-0.095
78000,6dB_maxComp,minorAxisAngleOffset,-0.097
79000,6dB_maxComp,minorAxisAngleOffset,-0.096
80000,6dB_maxComp,minorAxisAngleOffset,-0.094
81000,6dB_maxComp,minorAxisAngleOffset,-0.092
82000,6dB_maxComp,minorAxisAngleOffset,-0.089
83000,6dB_maxComp,minorAxisAngleOffset,-0.085
84000,6dB_maxComp,minorAxisAngleOffset,-0.081
85000,6dB_maxComp,minorAxisAngleOffset,-0.077
94000,6dB_maxComp,minorAxisAngleOffset,0.041
95000,6dB_maxComp,minorAxisAngleOffset,0.033
96000,6dB_maxComp,minorAxisAngleOffset,0.009
97000,6dB_maxComp,minorAxisAngleOffset,-0.019
98000,6dB_maxComp,minorAxisAngleOffset,-0.056
99000,6dB_maxComp,minorAxisAngleOffset,-0.096
100000,6dB_maxComp,minorAxisAngleOffset,-0.082
101000,6dB_maxComp,minorAxisAngleOffset,-0.052
102000,6dB_maxComp,minorAxisAngleOffset,-0.059
103000,6dB_maxComp,minorAxisAngleOffset,-0.083
104000,6dB_maxComp,minorAxisAngleOffset,-0.082
105000,6dB_maxComp,minorAxisAngleOffset,-0.075
106000,6dB_maxComp,minorAxisAngleOffset,-0.098
107000,6dB_maxComp,minorAxisAngleOffset,-0.125
108000,6dB_maxComp,minorAxisAngleOffset,-0.112
109000,6dB_maxComp,minorAxisAngleOffset,-0.095
110000,6dB_maxComp,minorAxisAngleOffset,-0.104
111000,6dB_maxComp,minorAxisAngleOffset,-0.104
112000,6dB_maxComp,minorAxisAngleOffset,-0.078
113000,6dB_maxComp,minorAxisAngleOffset,-0.06
114000,6dB_maxComp,minorAxisAngleOffset,-0.058
118000,6dB_maxComp,minorAxisAngleOffset,-0.073
119000,6dB_maxComp,minorAxisAngleOffset,-0.063
120000,6dB_maxComp,minorAxisAngleOffset,-0.056
121000,6dB_maxComp,minorAxisAngleOffset,-0.063
122000,6dB_maxComp,minorAxisAngleOffset,-0.071
123000,6dB_maxComp,minorAxisAngleOffset,-0.072
124000,6dB_maxComp,minorAxisAngleOffset,-0.079
125000,6dB_maxComp,minorAxisAngleOffset,-0.088
126000,6dB_maxComp,minorAxisAngleOffset,-0.085
127000,6dB_maxComp,minorAxisAngleOffset,-0.081
128000,6dB_maxComp,minorAxisAngleOffset,-0.088
129000,6dB_maxComp,minorAxisAngleOffset,-0.096
130000,6dB_maxComp,minorAxisAngleOffset,-0.095
131000,6dB_maxComp,minorAxisAngleOffset,-0.095
138000,6dB_maxComp,minorAxisAngleOffset,-0.116
139000,6dB_maxComp,minorAxisAngleOffset,-0.119
140000,6dB_maxComp,minorAxisAngleOffset,-0.121
141000,6dB_maxComp,minorAxisAngleOffset,-0.119
